Morning_Care_Completed,Morning_Care_Delay_Mins,Uncleaned_Days,Season,Night_Cover,Quiz_Score,Chat_Score,Risk_Class
1,65,0,3,0,63,8,2
1,53,0,2,1,100,7,1
1,77,0,3,1,45,4,2
1,58,0,4,0,47,3,2
1,74,0,4,1,63,5,2
0,180,0,2,1,57,7,3
1,102,0,4,1,68,7,2
1,69,0,4,1,56,8,2
1,64,1,4,1,72,4,2
1,151,3,2,1,98,3,3
1,12,0,4,1,69,6,1
1,119,0,4,1,69,9,2
1,151,1,4,1,82,4,3
1,27,0,1,1,68,7,1
1,92,3,3,1,94,2,3
1,16,0,3,1,54,5,2
1,96,0,3,1,61,4,2
1,17,0,2,1,93,9,1
1,57,1,3,1,65,8,1
0,180,5,2,1,68,4,3
1,74,1,4,1,53,3,2
1,114,0,3,1,67,10,2
1,102,0,3,1,39,4,2
0,180,0,4,1,59,5,3
1,171,0,1,1,59,6,3
0,180,2,4,0,61,9,3
0,180,1,3,1,85,6,3
1,45,2,4,1,57,4,2
1,129,1,2,1,75,3,3
1,143,1,4,1,44,7,3
1,15,1,1,1,70,6,1
1,24,1,1,0,70,4,3
0,180,0,4,1,87,5,3
1,19,3,1,1,78,4,2
1,64,0,1,1,51,3,2
1,105,2,4,1,69,6,2
1,13,0,3,1,53,7,2
1,56,0,4,1,89,5,2
1,86,2,3,1,62,8,2
1,124,3,2,1,82,6,3
1,54,2,2,1,54,6,2
1,16,0,2,1,67,3,2
1,97,2,2,1,83,5,2
0,180,2,2,1,72,3,3
1,147,1,1,1,57,6,3
1,127,0,4,1,78,6,3
1,58,0,2,1,49,8,2
1,16,0,2,1,62,7,1
1,157,1,2,1,60,7,3
0,180,1,4,1,73,1,3
1,107,2,4,0,93,4,2
1,124,1,3,1,69,2,3
1,93,0,2,1,56,9,2
1,34,1,1,1,56,6,2
1,21,1,2,1,46,4,2
0,180,0,2,1,57,4,3
1,68,3,1,1,79,3,2
1,10,0,3,1,56,8,2
0,180,0,4,1,56,9,3
1,84,0,2,1,56,4,2
1,39,1,4,1,80,7,1
1,32,1,2,1,72,4,2
0,180,0,4,1,73,7,3
1,44,0,2,1,68,5,2
1,143,0,1,1,71,5,3
1,159,2,2,1,74,4,3
1,78,0,4,1,71,6,2
1,25,0,1,1,67,5,2
1,134,1,4,1,53,6,3
1,48,2,4,1,62,7,2
1,12,0,1,1,77,3,2
1,97,2,1,0,83,8,3
1,43,0,1,1,69,4,2
1,24,3,1,1,51,0,3
1,78,0,1,1,77,7,2
1,102,1,4,1,67,4,2
0,180,2,3,1,53,5,3
1,136,4,3,1,71,10,3
1,52,3,4,1,75,7,2
1,38,1,2,1,65,4,2
1,98,0,2,1,71,4,2
1,62,1,1,1,88,3,2
0,180,0,3,0,52,8,3
1,13,2,3,1,78,3,2
1,35,0,3,1,70,5,2
1,149,0,2,0,87,3,3
1,62,0,4,1,74,3,2
1,56,1,1,1,64,4,2
0,180,2,2,1,83,8,3
1,10,0,1,1,61,3,2
1,125,0,4,1,65,3,3
1,17,0,3,1,49,6,2
0,180,2,4,1,62,7,3
1,40,1,2,1,71,2,3
1,125,0,1,0,63,4,3
0,180,1,1,1,69,5,3
1,110,1,1,1,32,8,2
0,180,5,2,1,69,4,3
1,6,1,3,1,67,5,2
0,180,0,3,1,73,6,3
0,180,3,2,1,65,5,3
1,141,1,4,0,46,6,3
1,110,1,4,1,52,5,2
1,108,1,4,1,83,7,2
1,40,1,1,1,75,8,1
0,180,0,3,1,68,3,3
1,3,0,4,1,49,4,2
1,56,0,1,1,93,8,1
0,180,0,1,1,61,7,3
0,180,0,2,1,79,6,3
1,26,2,4,1,51,8,2
1,72,0,1,1,69,6,2
0,180,0,2,1,94,6,3
1,61,2,3,1,80,5,2
1,19,2,3,1,86,7,1
1,21,4,1,1,44,7,2
1,68,1,4,0,59,3,2
1,77,1,1,1,98,8,2
1,14,1,1,1,73,7,1
1,28,1,3,1,48,5,2
1,142,0,3,1,84,10,3
1,11,0,3,0,80,6,1
1,40,1,1,1,76,7,1
1,112,1,3,1,79,3,2
1,105,2,2,1,56,7,2
1,100,0,4,1,63,9,2
1,63,0,3,1,63,1,3
1,58,0,1,0,76,6,3
1,51,1,1,1,67,3,2
1,48,0,2,0,62,2,3
1,110,1,3,1,44,4,2
0,180,4,3,1,67,9,3
1,113,2,3,1,92,0,3
0,180,0,2,0,54,5,3
1,6,2,1,1,64,5,2
1,40,1,4,1,76,7,1
1,151,2,3,0,71,2,3
1,6,0,3,1,67,5,2
1,65,0,2,1,65,3,2
1,136,0,2,1,76,4,3
1,27,3,1,0,83,8,3
1,49,3,4,0,36,7,2
1,51,0,3,1,84,5,2
1,1,1,1,1,62,4,2
0,180,2,2,1,66,6,3
1,106,0,2,1,69,8,2
1,92,0,4,1,60,4,2
0,180,2,1,1,52,5,3
1,12,0,2,0,83,8,1
1,110,1,3,1,52,6,2
1,9,0,1,1,85,3,2
1,109,1,4,1,73,6,2
0,180,1,1,1,34,5,3
1,51,2,2,1,68,4,2
0,180,2,2,1,67,5,3
1,16,0,3,0,65,6,1
1,17,4,3,1,87,4,3
1,101,0,1,1,89,5,2
1,94,1,1,1,79,8,2
1,24,1,1,1,73,9,1
1,63,1,4,0,57,7,2
0,180,0,2,1,35,5,3
0,180,2,2,1,71,5,3
1,72,4,2,1,64,8,2
1,7,0,2,1,83,8,1
1,75,3,4,1,80,9,2
1,22,0,1,1,67,6,1
1,28,2,1,1,54,6,2
1,108,1,4,1,32,2,3
1,105,1,2,1,73,5,2
1,150,5,3,1,68,7,3
1,127,0,1,1,86,6,3
1,17,3,2,1,51,4,2
1,38,2,4,1,80,5,2
0,180,1,3,1,90,7,3
1,52,2,3,1,61,9,1
1,141,1,2,0,59,8,3
1,140,1,1,1,75,4,3
1,132,2,3,1,58,6,3
1,116,0,4,1,68,3,2
1,43,1,1,0,52,5,3
1,13,1,3,1,67,4,2
1,59,1,2,0,62,9,1
1,26,0,2,1,60,5,2
1,121,0,3,1,63,7,3
0,180,0,4,1,89,4,3
1,62,0,2,1,100,4,2
1,127,1,4,1,47,5,3
1,88,1,4,1,46,6,2
1,89,0,2,1,92,6,2
1,166,1,4,1,64,4,3
1,163,0,1,1,83,8,3
0,180,0,2,0,67,4,3
1,1,3,4,1,71,8,2
0,180,0,3,1,66,6,3
1,22,1,2,1,70,5,2
1,46,0,2,1,61,6,1
1,118,0,4,1,71,1,3
1,16,2,4,1,77,6,2
1,42,1,2,1,54,7,2
1,145,0,4,1,62,3,3
0,180,1,2,1,76,7,3
1,60,2,3,1,90,4,2
1,14,0,1,1,68,6,1
1,92,4,2,1,100,6,2
1,47,1,3,1,63,4,2
1,15,2,2,1,63,4,2
0,180,0,1,1,76,5,3
1,97,1,2,1,61,7,2
1,93,1,3,1,95,3,2
1,22,1,1,1,70,6,1
1,49,0,4,1,68,2,3
1,45,0,4,1,59,4,2
1,39,1,1,0,63,1,3
1,37,0,1,1,56,4,2
1,160,3,2,1,73,6,3
1,119,3,3,1,74,8,2
1,32,0,1,1,76,3,2
1,53,0,3,1,70,8,1
0,180,1,1,1,63,6,3
1,29,0,2,1,63,6,1
1,95,0,1,1,96,4,2
1,35,2,2,1,74,4,2
0,180,3,1,1,67,5,3
1,175,0,1,1,83,4,3
1,105,1,4,1,98,5,2
1,55,0,2,1,74,5,2
0,180,0,1,1,94,5,3
1,92,0,3,1,80,2,3
1,28,4,3,1,100,3,3
0,180,2,4,1,63,7,3
1,32,2,3,1,80,6,1
1,47,0,1,1,60,6,1
1,77,1,1,1,96,7,2
0,180,1,4,1,68,6,3
1,65,3,4,1,86,7,2
1,34,1,2,1,63,3,2
1,30,2,1,1,69,8,2
1,58,0,4,1,92,4,2
1,99,1,4,1,78,6,2
1,90,2,4,1,81,8,2
1,25,1,2,1,86,9,1
1,62,3,3,1,72,7,2
1,46,0,3,1,62,6,1
0,180,1,3,0,79,5,3
1,49,1,1,1,86,9,1
1,30,0,4,1,85,9,1
0,180,0,2,1,94,5,3
1,70,0,4,1,45,1,3
1,71,1,4,1,62,9,2
1,31,2,4,1,56,10,2
1,56,1,4,1,94,6,1
0,180,0,4,1,81,6,3
0,180,0,3,1,80,5,3
1,99,0,2,1,69,7,2
1,124,1,1,0,45,5,3
1,17,1,3,1,49,2,3
1,114,3,1,1,43,5,2
1,52,0,4,0,63,5,2
1,53,0,2,1,73,6,1
1,39,5,4,1,100,3,2
1,104,1,1,1,85,8,2
0,180,0,4,1,49,3,3
1,128,0,1,1,52,7,3
1,88,0,3,1,78,8,2
1,101,0,4,1,55,5,2
1,57,1,1,1,61,4,2
1,131,0,3,1,92,7,3
1,51,1,2,1,74,5,2
1,37,2,4,1,63,5,2
1,92,0,3,1,64,8,2
1,32,5,4,1,69,4,2
0,180,0,4,1,75,4,3
0,180,0,3,1,86,5,3
0,180,2,2,0,64,6,3
1,85,0,2,1,68,5,2
1,104,1,3,1,49,7,2
1,34,0,1,1,78,5,2
1,101,0,1,1,88,7,2
0,180,1,2,1,86,5,3
0,180,3,4,1,47,7,3
1,47,2,3,1,67,4,2
1,130,1,2,1,58,4,3
1,53,0,2,1,62,6,1
1,30,0,2,1,64,7,1
1,121,0,4,1,64,9,3
0,180,1,1,1,67,6,3
1,17,2,3,1,75,4,2
1,31,2,4,1,75,5,2
1,12,2,4,1,33,8,2
1,3,0,2,1,54,3,2
1,47,1,2,1,59,1,3
1,50,0,1,1,78,5,2
0,180,0,3,1,74,7,3
1,51,1,4,1,62,7,1
1,37,0,1,0,61,7,3
1,42,4,3,1,55,7,3
1,34,0,2,1,60,3,2
0,180,1,4,1,81,5,3
1,21,0,3,1,91,6,1
1,40,0,4,1,99,4,2
1,142,0,2,1,50,5,3
1,110,0,2,1,88,3,2
1,77,1,4,1,75,7,2
1,96,0,4,1,83,8,2
0,180,2,2,1,88,9,3
1,126,2,1,1,28,5,3
1,32,1,2,1,50,6,2
1,10,2,3,1,74,1,3
1,96,3,1,1,84,4,2
1,133,0,1,1,87,6,3
0,180,1,1,1,44,1,3
1,18,0,2,1,77,4,2
1,110,0,1,1,93,5,2
1,76,2,4,1,66,5,2
1,17,0,1,1,64,3,2
1,122,4,1,1,81,5,3
1,51,1,3,1,87,8,1
1,40,1,2,1,78,7,1
0,180,1,3,1,65,4,3
1,23,0,2,1,73,9,1
1,50,1,3,1,76,5,2
1,41,3,1,1,65,8,2
1,12,0,4,1,79,6,1
1,44,3,3,1,89,3,2
0,180,0,2,0,100,2,3
1,56,0,2,1,87,4,2
1,105,3,3,1,63,7,2
1,5,0,2,1,55,10,2
1,43,1,3,1,62,3,2
1,66,3,1,1,90,6,2
1,72,0,4,1,85,5,2
1,29,1,1,1,59,6,2
1,62,1,3,0,58,4,2
1,93,4,2,0,75,2,3
0,180,3,1,1,64,6,3
0,180,1,3,1,76,5,3
1,95,0,4,1,63,7,2
1,120,1,2,1,80,6,3
0,180,2,1,1,49,7,3
1,54,1,1,1,54,7,2
1,54,1,2,1,68,5,2
1,12,0,2,1,70,8,1
1,45,2,4,1,49,6,2
1,27,3,3,1,60,8,1
0,180,0,3,1,83,4,3
1,24,1,3,1,65,7,1
1,103,1,3,1,97,8,2
1,50,0,4,1,73,9,1
1,62,1,3,1,75,2,3
1,34,0,2,1,49,5,2
1,55,3,2,1,76,7,2
1,76,0,3,1,83,7,2
1,77,1,3,1,91,5,2
1,101,1,4,1,41,8,2
0,180,3,3,1,64,8,3
0,180,1,1,1,46,4,3
1,142,0,1,1,68,7,3
1,49,1,2,1,72,4,2
0,180,0,4,1,48,4,3
1,75,2,2,1,49,5,2
1,9,2,2,1,56,7,2
1,24,0,4,1,63,7,1
1,94,0,4,1,52,3,2
0,180,0,1,1,66,10,3
1,56,0,2,1,47,6,2
1,119,2,4,1,67,4,2
1,60,3,3,1,81,7,2
1,13,1,3,1,82,5,2
0,180,1,4,1,59,6,3
0,180,2,2,1,76,4,3
0,180,0,2,1,93,6,3
1,70,0,4,0,98,7,2
1,117,0,4,1,59,3,2
1,111,5,4,1,90,5,2
1,80,1,1,1,70,4,2
1,43,1,2,1,69,4,2
1,25,3,3,1,79,4,2
1,91,0,2,1,100,6,2
1,93,1,2,1,73,8,2
0,180,2,3,0,50,7,3
0,180,0,4,1,53,4,3
1,78,1,2,1,61,5,2
0,180,1,4,1,69,8,3
1,68,0,3,1,80,5,2
1,78,0,2,1,100,10,2
1,14,0,4,1,96,2,3
0,180,2,1,1,79,4,3
1,92,0,2,1,63,3,2
1,81,0,4,1,88,9,2
0,180,2,3,1,54,5,3
1,12,0,1,1,92,5,2
0,180,0,1,1,67,4,3
0,180,1,1,1,60,5,3
1,16,5,4,1,79,9,2
1,21,0,3,1,63,6,1
1,72,0,3,1,59,4,2
1,41,1,1,1,53,2,3
1,71,0,3,1,82,7,2
1,80,3,4,1,71,4,2
1,98,2,2,1,64,6,2
0,180,1,4,1,68,4,3
0,180,1,4,1,84,5,3
1,113,1,4,1,67,6,2
1,124,0,1,0,83,7,3
1,83,1,1,0,54,6,3
1,136,0,1,1,66,6,3
1,61,0,4,1,31,6,2
1,50,1,4,1,72,3,2
1,25,0,3,1,52,10,2
1,106,1,4,0,75,8,2
0,180,0,4,0,73,6,3
0,180,0,2,1,65,8,3
1,30,5,1,1,80,8,2
1,127,0,4,1,51,7,3
0,180,1,4,1,82,6,3
1,52,4,4,1,47,4,2
0,180,1,1,1,57,10,3
1,50,0,4,1,51,5,2
0,180,1,3,0,81,4,3
1,102,1,3,0,67,9,2
1,45,3,2,1,64,7,2
1,55,0,4,1,79,6,1
1,52,0,1,1,75,5,2
1,66,1,3,1,51,4,2
0,180,0,2,1,95,6,3
0,180,0,1,1,65,6,3
1,38,0,1,1,52,4,2
1,132,0,2,1,68,3,3
0,180,0,2,1,73,5,3
0,180,1,2,1,77,5,3
1,72,1,1,1,78,5,2
1,86,1,1,1,46,4,2
1,54,1,2,1,79,0,3
1,137,0,4,1,46,4,3
1,117,2,4,1,50,6,2
1,104,3,1,1,70,2,3
1,169,1,4,1,62,5,3
1,151,5,1,1,86,6,3
1,24,3,4,1,61,6,2
1,29,0,3,1,68,3,2
1,53,0,4,1,74,4,2
1,120,2,4,1,92,5,3
1,57,2,2,1,74,4,2
1,39,1,2,1,74,8,1
1,97,2,1,1,78,2,3
1,48,0,2,1,62,8,1
1,99,2,2,1,100,4,2
1,66,2,2,1,93,5,2
1,15,1,4,1,80,4,2
1,9,4,3,1,88,6,3
1,58,4,4,1,72,1,3
1,22,1,4,1,40,8,2
1,43,3,3,1,71,10,1
1,34,2,3,0,71,3,2
1,125,0,1,1,79,8,3
0,180,1,1,1,57,5,3
1,51,0,4,1,71,2,3
1,11,0,3,0,82,6,1
1,100,2,3,1,80,7,2
1,18,2,1,1,56,3,2
0,180,0,3,1,66,8,3
1,10,3,3,1,58,10,2
1,19,1,1,1,86,4,2
1,78,0,3,1,59,8,2
1,113,1,1,0,73,8,3
1,27,0,2,1,65,7,1
1,92,1,2,1,93,7,2
1,77,0,3,1,84,4,2
0,180,1,2,1,74,6,3
1,41,1,1,1,100,5,2
1,95,2,4,1,76,7,2
1,83,0,4,1,38,3,2
1,57,0,1,1,100,5,2
0,180,0,1,1,61,4,3
1,82,1,3,1,60,7,2
0,180,0,2,1,71,7,3
1,48,0,4,1,61,6,1
0,180,2,3,0,75,3,3
0,180,1,3,1,87,6,3
1,99,0,2,1,81,6,2
1,135,0,3,1,95,4,3
1,127,0,1,1,55,9,3
1,16,0,3,1,57,8,2
1,20,3,4,1,60,10,2
1,79,2,1,1,95,4,2
1,31,1,4,1,48,3,2
0,180,1,4,0,68,4,3
1,55,1,4,1,64,4,2
1,96,0,2,1,79,7,2
1,38,0,1,1,92,9,1
1,109,0,3,0,79,4,2
1,4,1,3,0,84,3,2
1,116,0,3,1,49,5,2
1,33,3,2,1,54,6,2
1,24,0,2,1,74,8,1
1,99,0,4,1,70,7,2
1,52,3,4,1,51,7,2
0,180,2,1,1,84,3,3
1,51,2,3,1,81,8,1
1,72,2,2,1,52,9,2
1,116,2,4,1,68,9,2
0,180,0,3,1,51,2,3
1,26,0,2,1,86,8,1
1,118,1,1,1,59,10,2
1,62,0,1,1,76,3,2
0,180,0,1,1,54,7,3
1,30,0,1,1,77,4,2
1,84,3,3,0,82,6,2
1,80,0,4,1,84,7,2
1,15,0,1,1,58,7,2
1,112,0,4,1,68,6,2
1,129,1,2,1,88,5,3
1,20,3,3,1,79,0,3
1,144,1,1,0,72,4,3
0,180,0,1,1,82,6,3
1,72,1,1,1,62,1,3
1,66,1,3,1,87,5,2
1,43,5,2,1,82,7,2
0,180,1,2,1,100,7,3
1,25,1,4,1,68,7,1
1,73,1,2,1,97,7,2
1,45,0,1,1,40,1,3
0,180,1,3,1,52,6,3
1,61,0,2,1,71,6,2
1,23,1,2,1,50,4,2
1,97,0,1,1,59,3,2
1,141,3,4,1,62,7,3
1,62,2,3,1,65,6,2
1,75,2,2,1,68,8,2
1,160,2,2,1,45,10,3
1,77,0,3,1,56,5,2
1,92,2,1,1,79,6,2
1,20,1,1,1,74,0,3
1,2,0,2,1,71,3,2
1,32,0,1,1,100,6,1
1,161,3,3,1,79,4,3
0,180,2,4,1,64,5,3
1,33,2,4,1,71,6,2
1,11,1,2,1,87,6,1
1,18,2,3,1,80,5,2
1,17,1,3,1,98,7,1
1,111,2,3,1,44,7,2
1,21,1,2,1,58,7,2
1,42,0,2,1,93,6,1
0,180,4,4,1,82,7,3
1,49,0,2,0,59,7,2
1,14,0,1,1,81,6,1
1,87,3,4,1,63,4,2
1,18,1,1,1,66,2,3
1,150,0,1,1,68,9,3
1,35,2,3,0,99,2,3
1,14,1,2,1,84,4,2
0,180,2,1,1,90,4,3
1,38,3,3,1,53,5,2
0,180,0,1,1,54,3,3
0,180,1,1,1,62,6,3
0,180,0,2,1,41,5,3
1,60,2,1,1,81,6,2
1,69,0,4,1,89,6,2
1,113,3,3,1,80,7,2
1,123,1,2,1,83,6,3
1,32,1,3,0,62,2,3
0,180,0,4,1,66,7,3
1,33,2,2,1,75,5,2
1,165,0,1,1,54,7,3
1,28,2,3,1,63,3,2
1,131,1,3,1,79,4,3
1,38,2,2,1,42,7,2
1,37,1,3,1,68,6,1
0,180,1,1,0,62,4,3
1,121,0,1,1,87,6,3
1,83,1,4,1,64,4,2
1,12,1,2,0,66,9,1
1,115,0,3,1,75,4,2
1,28,5,4,1,70,3,2
1,49,2,2,1,62,7,2
1,111,1,3,1,96,5,2
1,7,3,1,1,56,4,2
1,32,0,3,1,93,6,1
1,41,1,4,0,73,6,2
1,90,0,1,1,78,9,2
1,123,0,4,0,86,7,3
0,180,0,4,1,48,6,3
0,180,0,1,1,71,5,3
1,145,2,4,0,65,6,3
1,98,3,2,1,81,6,2
1,19,0,2,1,55,8,2
1,49,1,1,0,69,7,3
1,57,2,2,1,63,8,2
1,116,0,1,1,66,7,2
1,24,1,2,1,69,7,1
1,13,2,3,1,98,7,1
1,66,1,3,1,84,3,2
0,180,3,3,1,83,3,3
1,72,4,2,1,65,4,2
1,68,1,2,1,59,4,2
1,126,0,2,1,67,6,3
0,180,0,2,1,83,6,3
1,96,0,3,1,36,3,2
0,180,2,1,1,85,8,3
1,114,3,4,1,56,5,2
1,103,0,3,1,73,5,2
1,158,4,4,0,75,8,3
1,141,0,2,1,59,4,3
1,104,0,1,1,65,5,2
1,63,0,2,1,76,8,2
0,180,1,2,1,91,8,3
1,81,1,4,1,77,4,2
1,114,3,1,1,98,3,2
1,138,1,2,0,63,5,3
1,59,1,2,1,69,3,2
1,104,0,3,1,54,4,2
1,40,1,3,1,83,6,1
1,16,3,2,1,95,6,2
1,48,3,1,1,62,4,2
1,29,0,1,1,51,0,3
0,180,1,3,1,81,6,3
1,17,0,1,1,63,6,1
1,98,0,2,1,85,7,2
1,11,0,3,1,78,6,1
1,24,0,3,1,59,6,2
1,20,3,3,1,58,6,2
1,79,0,2,1,83,4,2
1,19,2,2,0,69,5,2
1,64,1,1,1,54,10,2
1,131,1,4,1,80,1,3
1,38,0,4,0,69,2,3
1,107,1,3,0,82,6,2
1,144,0,1,0,99,3,3
1,48,2,3,1,71,5,2
1,77,2,2,1,75,5,2
0,180,3,1,1,94,6,3
1,45,1,1,1,72,4,2
1,36,0,1,1,73,5,2
1,47,2,3,1,50,8,2
1,149,2,3,1,59,6,3
0,180,1,2,1,63,6,3
1,12,4,1,1,50,4,2
1,59,0,1,1,63,6,1
1,12,1,3,1,59,4,2
1,137,1,1,1,69,8,3
1,55,2,4,1,81,2,3
1,10,4,2,1,76,7,2
1,46,0,3,1,58,7,2
1,35,0,4,1,71,3,2
1,95,0,3,1,64,4,2
1,97,3,2,1,61,4,2
1,82,2,2,1,47,6,2
0,180,0,3,0,64,8,3
0,180,5,1,1,58,5,3
1,95,1,4,1,89,5,2
1,34,2,4,1,59,4,2
1,46,1,4,1,69,8,1
0,180,1,1,1,68,7,3
1,16,1,1,1,81,3,2
1,50,1,4,1,65,6,1
1,69,1,3,1,74,5,2
1,77,0,4,1,44,4,2
0,180,1,3,1,78,4,3
1,74,2,4,1,77,10,2
1,81,5,4,1,66,7,2
1,148,3,1,1,59,7,3
0,180,3,1,1,45,9,3
1,15,0,3,1,65,8,1
1,84,3,3,1,63,7,2
0,180,0,3,0,67,9,3
1,39,0,4,1,82,3,2
1,29,0,3,0,100,6,1
1,176,3,2,1,66,4,3
0,180,1,2,1,49,4,3
0,180,1,3,1,85,3,3
1,49,1,2,1,51,7,2
1,76,2,4,1,63,8,2
1,97,4,3,1,66,6,3
1,109,2,4,1,39,6,2
1,61,0,4,1,89,5,2
1,17,0,4,1,98,6,1
1,23,1,3,1,65,6,1
1,55,0,2,1,65,6,1
1,25,2,3,1,62,5,2
0,180,1,2,1,89,5,3
1,95,0,3,1,93,6,2
1,76,3,1,1,63,3,2
1,125,0,1,0,51,5,3
0,180,3,3,1,61,7,3
0,180,1,1,1,78,3,3
0,180,5,3,1,58,7,3
1,68,0,3,1,60,5,2
1,120,1,3,1,57,5,3
1,88,0,3,1,71,9,2
1,118,1,2,1,84,7,2
1,14,0,1,0,65,7,3
1,73,0,3,1,66,4,2
1,45,1,4,1,38,6,2
1,120,1,3,1,78,6,3
1,50,0,4,1,51,6,2
0,180,0,3,1,47,8,3
1,70,3,4,1,76,4,2
1,56,0,1,1,67,7,1
1,4,2,1,1,71,4,2
1,30,0,2,1,38,7,2
1,46,2,3,1,57,5,2
0,180,1,1,1,66,3,3
1,51,0,1,1,47,6,2
1,88,5,4,1,81,10,2
1,48,0,4,0,100,6,2
1,85,5,4,1,76,9,2
1,75,0,1,1,79,4,2
1,21,2,2,0,83,8,2
0,180,0,1,1,73,7,3
1,84,1,4,1,81,5,2
1,141,0,1,1,72,5,3
0,180,2,1,0,82,6,3
1,123,2,1,1,57,5,3
0,180,3,4,1,86,5,3
1,24,3,3,1,87,5,2
1,50,0,3,1,38,5,2
1,37,0,3,1,59,9,2
1,45,3,4,1,74,2,3
1,31,0,2,1,43,6,2
1,65,2,4,1,73,5,2
1,58,2,3,1,50,6,2
1,91,0,3,1,68,9,2
1,35,5,2,1,92,4,2
1,57,1,1,1,73,5,2
0,180,0,4,0,81,4,3
1,73,5,1,1,69,8,2
1,58,0,1,1,56,7,2
1,5,1,1,0,72,7,3
1,81,0,4,1,68,2,3
1,18,1,1,1,87,6,1
1,83,3,3,1,88,8,2
0,180,0,4,0,61,5,3
1,42,1,1,1,54,7,2
1,50,1,1,1,85,9,1
1,29,1,1,1,91,6,1
1,17,0,2,1,56,4,2
1,142,1,3,1,87,6,3
1,23,2,3,1,79,2,3
1,74,2,1,1,65,4,2
1,102,0,2,1,68,2,3
1,20,1,1,1,87,2,3
1,11,1,2,1,72,7,1
1,41,3,1,1,45,8,2
1,50,1,4,1,88,5,2
1,118,0,1,1,43,10,2
1,56,3,1,1,83,9,2
1,103,5,1,1,67,8,2
1,134,2,4,0,77,3,3
1,122,3,1,0,59,4,3
1,35,0,2,1,70,2,3
1,8,0,4,1,66,4,2
1,48,2,4,1,55,7,2
0,180,0,3,1,82,6,3
0,180,4,3,1,72,5,3
1,18,1,1,1,58,6,2
1,24,1,1,1,66,5,2
0,180,3,3,0,61,8,3
0,180,1,1,1,75,7,3
1,59,1,1,1,64,7,1
1,84,4,3,1,87,2,3
1,38,0,1,1,53,6,2
1,155,0,3,1,90,5,3
1,119,1,1,1,65,6,2
1,18,4,1,1,67,5,2
1,154,0,4,1,78,5,3
0,180,0,4,1,85,8,3
1,123,1,4,1,49,6,3
1,136,1,2,1,58,4,3
1,47,1,1,1,86,9,1
0,180,0,2,1,68,6,3
1,62,2,2,1,60,7,2
1,35,4,3,1,77,8,3
0,180,4,3,1,47,7,3
1,94,1,1,0,61,6,3
1,154,1,4,1,72,4,3
1,11,0,3,1,75,4,2
1,60,1,2,1,68,5,2
1,8,2,2,1,69,6,2
1,98,1,4,0,58,6,2
1,58,0,1,1,53,6,2
1,48,1,4,1,45,10,2
1,61,2,2,1,73,5,2
1,15,2,2,1,48,6,2
1,16,1,4,1,87,6,1
1,102,2,4,1,54,7,2
0,180,0,1,1,51,5,3
1,44,3,4,1,37,5,2
1,127,1,1,1,79,4,3
1,32,0,1,1,73,3,2
1,21,0,4,0,60,6,2
1,12,0,1,1,81,5,2
1,31,1,4,1,96,7,1
0,180,3,2,1,46,7,3
1,130,1,2,1,74,7,3
1,58,0,4,1,65,6,1
0,180,1,4,1,62,8,3
1,89,0,2,1,89,10,2
1,86,2,4,1,43,8,2
1,57,0,1,1,86,5,2
0,180,0,4,1,94,7,3
0,180,0,4,1,63,6,3
1,71,4,3,1,78,3,3
1,52,2,1,1,81,4,2
1,9,0,1,0,58,6,3
0,180,0,1,1,61,7,3
1,44,0,4,1,63,7,1
1,37,0,3,1,56,9,2
1,23,0,1,0,92,10,3
1,73,0,1,1,81,5,2
1,22,2,2,1,61,3,2
0,180,1,2,1,59,3,3
1,21,1,3,1,54,5,2
1,123,5,1,1,55,7,3
1,11,3,2,1,90,4,2
0,180,1,4,1,71,7,3
1,9,2,2,1,59,6,2
1,108,1,4,1,66,5,2
0,180,0,1,1,57,6,3
1,118,0,3,0,70,6,2
1,60,0,4,1,68,3,2
1,95,1,1,0,58,9,3
1,80,1,4,1,72,5,2
1,25,0,4,1,72,4,2
0,180,0,4,1,48,5,3
1,13,0,4,1,64,4,2
1,41,4,4,1,79,7,2
1,100,0,3,1,62,6,2
1,83,0,3,0,63,10,2
1,32,0,4,1,46,5,2
0,180,0,4,1,43,3,3
1,37,3,2,1,66,3,2
0,180,0,2,1,98,7,3
1,138,2,1,0,70,10,3
1,145,1,3,1,71,4,3
1,152,1,3,1,54,6,3
0,180,1,3,1,100,8,3
0,180,3,2,1,60,4,3
1,73,0,2,1,64,8,2
1,52,3,1,1,56,4,2
1,158,1,2,1,70,7,3
1,18,1,4,1,58,8,2
0,180,0,2,1,69,5,3
1,54,1,1,1,80,4,2
1,32,5,4,1,76,6,2
1,34,3,3,1,85,3,2
1,7,3,2,1,67,3,2
1,35,0,4,1,76,1,3
0,180,1,4,1,59,2,3
1,22,1,1,1,66,7,1
0,180,1,3,1,74,0,3
1,27,1,4,1,97,7,1
1,74,3,1,1,83,5,2
1,51,0,3,1,91,3,2
1,49,1,1,0,51,6,3
1,57,1,2,1,85,4,2
1,22,4,2,1,49,3,2
1,66,0,3,1,66,9,2
0,180,1,2,0,84,4,3
1,66,1,4,1,69,5,2
1,130,0,3,1,84,5,3
0,180,2,4,0,61,7,3
1,146,0,4,1,70,5,3
1,76,2,3,1,85,4,2
1,16,1,3,1,86,8,1
0,180,2,2,1,50,7,3
1,41,2,4,1,77,6,2
1,38,1,1,1,72,4,2
1,2,3,4,1,54,7,2
